ID,E,N,Z,Xa,Huyen,Tinh,QSH,QCN,QTM-DV,QRE1,Qi,KS,QSP,QT,fT,QAN,fAN,QAQ,fAQ,QRE2,QNN,QRE3,Qs,fs,Ws,Qg,fg,Wg,Qr,fr,Wr,Wru,WSCI1,WSCI2,WSC3
X86,105.591,10.5023,2,Mỹ Ngãi,Cao Lanh,Đồng Tháp,577.000,115.000,87.000,779.000,233.000,1.120,260.960,12533.242,0.005,142.187,1,2630.137,0.001,986,15305.566,14319.566,15305565.66,0,1530.557,12244.453,0.002,24.489,1369863.014,0.05,68493.151,70048.196,0.335,0.265,4.892
X87,105.012,10.4776,2,An Hảo,Tịnh Biên,An Giang,1280.000,64.000,192.000,1536.000,51.000,1.120,57.090,53941.736,0.005,413.943,1,319.374,0.001,2220,54675.052,52455.052,54675052.45,0,5467.505,43740.042,0.002,87.48,1369863.014,0.05,68493.151,74048.136,0.037,0.026,1.412
X88,106.588,10.4886,2,Tân Ân,Cần Đước,Long An,818.000,41.000,123.000,982.000,360.000,1.120,402.920,36722.164,0.005,189.832,1,29974.429,0.001,1385,66886.425,65501.425,66886425.19,0,6688.643,53509.14,0.002,107.018,1369863.014,0.05,68493.151,75288.811,0.41,0.291,1.149
X89,105.689,10.4847,2,Nhị Mỹ,Cao Lãnh,Đồng Tháp,1287.000,257.000,193.000,1738.000,695.000,1.120,778.620,162342.524,0.005,107.333,1,35159.817,0.001,2692,197609.674,194917.674,197609674.3,0,19760.967,158087.739,0.002,316.175,1369863.014,0.05,68493.151,88570.294,0.448,0.289,0.454
X90,104.919,10.1918,2,Hòn Đất,Hòn Đất,Kiên Giang,1268.000,63.000,190.000,1521.000,18.000,1.120,20.510,176727.267,0.005,1399.138,1,179658.588,0.001,3983,357784.993,353801.993,357784993,0,35778.499,286227.994,0.002,572.456,1369863.014,0.05,68493.151,104844.106,0.013,0.005,0.296
X91,105.437,10.2003,2,Thạnh Lộc,Vĩnh Thạnh,Cần Thơ,1712.000,514.000,257.000,2482.000,479.000,1.120,536.220,268002.435,0.005,1176.317,1,20785.388,0.001,5019,289964.14,284945.14,289964140.1,0,28996.414,231971.312,0.002,463.943,1369863.014,0.05,68493.151,97953.507,0.216,0.107,0.344
X92,105.565,10.1967,2,Thuận Hưng,Thốt Nốt,Cần Thơ,2826.000,848.000,424.000,4098.000,449.000,1.120,502.670,69521.404,0.005,339.492,1,19520.548,0.001,4805,89381.444,84576.444,89381443.56,0,8938.144,71505.155,0.002,143.01,1369863.014,0.05,68493.151,77574.305,0.123,0.105,0.917
X93,105.482,10.1727,2,Trung Hưng,Vĩnh Thạnh,Cần Thơ,3046.000,914.000,457.000,4417.000,293.000,1.120,327.720,268002.435,0.005,1176.317,1,20785.388,0.001,6954,289964.14,283010.14,289964140.1,0,28996.414,231971.312,0.002,463.943,1369863.014,0.05,68493.151,97953.507,0.074,0.047,0.346
X94,105.962,10.2131,2,Phước Hậu,Long Hồ,Vĩnh Long,1131.000,57.000,170.000,1357.000,612.000,1.120,685.270,65182.217,0.005,196.097,1,7253.425,0.001,1886,72631.739,70745.739,72631739.06,0,7263.174,58105.391,0.002,116.211,1369863.014,0.05,68493.151,75872.535,0.505,0.363,1.072
X95,105.755,10.2053,2,Tân Phú,Châu Thành,Đồng Tháp,786.000,39.000,118.000,943.000,38.000,1.120,42.880,105702.854,0.005,512.083,1,25726.027,0.001,2009,131940.965,129931.965,131940964.6,0,13194.096,105552.772,0.002,211.106,1369863.014,0.05,68493.151,81898.353,0.045,0.021,0.63
X96,106.415,10.1796,2,Thuận Điền,Giồng Trôm,Bến Tre,611.000,31.000,92.000,734.000,966.000,1.120,1082.020,28732.029,0.005,1117.496,1,10176.125,0.001,2005,40025.65,38020.65,4002565.024,0,400.257,3202.052,0.002,6.404,1369863.014,0.05,68493.151,68899.811,1.474,0.54,1.812
X97,106.24,10.1691,2,Hưng Khánh Trung B,Chợ Lách,Bến Tre,1048.000,52.000,157.000,1258.000,539.000,1.120,603.900,14889.905,0.005,341.985,1,3287.671,0.001,1678,18519.561,16841.561,1851956.101,0,185.196,1481.565,0.002,2.963,1369863.014,0.05,68493.151,68681.309,0.48,0.36,4.078
X98,106.672,10.1544,2,Đại Hòa Lộc,Bình Đại,Bến Tre,891.000,45.000,134.000,1070.000,5789.000,1.120,6484.170,12538.014,0.005,357.48,1,323013.699,0.001,1813,335909.192,334096.192,33590919.23,0,3359.092,26872.735,0.002,53.745,1369863.014,0.05,68493.151,71905.988,6.06,3.576,0.215
X99,106.05,10.1803,2,Bình Phước,Mang Thít,Vĩnh Long,998.000,50.000,150.000,1198.000,515.000,1.120,577.010,63075.088,0.005,1004.151,1,5922.505,0.001,2523,70001.744,67478.744,70001744.42,0,7000.174,56001.396,0.002,112.003,1369863.014,0.05,68493.151,75605.328,0.482,0.229,1.12
X100,104.86,10.1635,2,Lình Huỳnh,Hòn Đất,Kiên Giang,935.000,47.000,140.000,1122.000,2.000,1.120,1.990,176727.267,0.005,1399.138,1,179658.588,0.001,3584,357784.993,354200.993,357784993,0,35778.499,286227.994,0.002,572.456,1369863.014,0.05,68493.151,104844.106,0.002,0.001,0.296
X101,105.097,10.1427,2,Mỹ Phước,Hòn Đất,Kiên Giang,465.000,23.000,70.000,558.000,86.000,1.120,96.710,176727.267,0.005,1399.138,1,179658.588,0.001,3020,357784.993,354764.993,357784993,0,35778.499,286227.994,0.002,572.456,1369863.014,0.05,68493.151,104844.106,0.173,0.032,0.296
X102,106.122,10.1539,2,Tân Quới Trung,Vũng Liêm,Vĩnh Long,770.000,38.000,115.000,923.000,754.000,1.120,844.370,76447.808,0.005,963.372,1,7809.863,0.001,2276,85221.043,82945.043,85221042.78,0,8522.104,68176.834,0.002,136.354,1369863.014,0.05,68493.151,77151.609,0.915,0.371,0.93
X103,105.145,10.1306,2,Tân Hội,Tân Hiệp,Kiên Giang,1373.000,69.000,206.000,1647.000,83.000,1.120,93.510,146028.471,0.005,908.244,1,2202.74,0.001,3288,149139.455,145851.455,149139455,0,14913.945,119311.564,0.002,238.623,1369863.014,0.05,68493.151,83645.719,0.057,0.028,0.573
X104,106.706,10.1198,2,Thạnh Phước,Bình Đại,Bến Tre,818.000,41.000,123.000,981.000,3226.000,1.120,3613.600,12538.014,0.005,357.48,1,323013.699,0.001,1724,335909.192,334185.192,33590919.23,0,3359.092,26872.735,0.002,53.745,1369863.014,0.05,68493.151,71905.988,3.684,2.096,0.215
X105,105.333,10.1431,2,Thạnh An,Vĩnh Thạnh,Cần Thơ,1385.000,415.000,208.000,2008.000,417.000,1.120,467.190,268002.435,0.005,1176.317,1,20785.388,0.001,4545,289964.14,285419.14,289964140.1,0,28996.414,231971.312,0.002,463.943,1369863.014,0.05,68493.151,97953.507,0.233,0.103,0.343
X106,105.787,10.1415,2,Thành Trung,Bình Tân,Vĩnh Long,664.000,33.000,100.000,797.000,427.000,1.120,478.180,128261.678,0.005,314.441,1,4136.488,0.001,1757,132712.607,130955.607,132712607.2,0,13271.261,106170.086,0.002,212.34,1369863.014,0.05,68493.151,81976.752,0.6,0.272,0.626
X107,105.572,10.2492,2,Tân Lộc,Thốt Nốt,Cần Thơ,4368.000,1311.000,655.000,6334.000,305.000,1.120,341.130,69521.404,0.005,339.492,1,19520.548,0.001,7041,89381.444,82340.444,89381443.56,0,8938.144,71505.155,0.002,143.01,1369863.014,0.05,68493.151,77574.305,0.054,0.048,0.942
X108,106.34,10.9398,2,Lộc Giang,Đức Hòa,Long An,2029.000,406.000,304.000,2739.000,175.000,1.120,195.910,53240.365,0.005,828.045,1,1537.378,0.001,3835,55605.788,51770.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.072,0.051,1.432
X109,105.501,10.9254,2,Thông Bình,Tân Hồng,Đồng Tháp,984.000,49.000,148.000,1181.000,2.000,1.120,2.460,204580.984,0.005,653.889,1,19360.731,0.001,2877,224595.603,221718.603,224595603.3,0,22459.56,179676.483,0.002,359.353,1369863.014,0.05,68493.151,91312.064,0.002,0.001,0.412
X110,105.103,10.9464,2,Khánh An,An Phú,An Giang,1193.000,60.000,179.000,1431.000,166.000,1.120,186.000,43870.325,0.005,78.929,1,7632.094,0.001,1737,51581.347,49844.347,51581347.36,0,5158.135,41265.078,0.002,82.53,1369863.014,0.05,68493.151,73733.816,0.13,0.107,1.479
X111,105.551,10.9268,2,Hưng Điền,Tân Hưng,Long An,662.000,33.000,99.000,794.000,449.000,1.120,502.660,212376.234,0.005,115.586,1,4594.521,0.001,1976,217086.34,215110.34,217086340.2,0,21708.634,173669.072,0.002,347.338,1369863.014,0.05,68493.151,90549.123,0.633,0.254,0.421
X112,106.183,10.924,2,Mỹ Quý Tây,Đức Huệ,Long An,1543.000,309.000,231.000,2083.000,462.000,1.120,517.270,144704.128,0.005,505.062,1,4369.863,0.001,3316,149579.052,146263.052,149579052.4,0,14957.905,119663.242,0.002,239.326,1369863.014,0.05,68493.151,83690.382,0.248,0.156,0.572
X113,105.098,10.728,2,Vĩnh Nguơn,Chau Doc,An Giang,892.000,178.000,134.000,1204.000,482.000,1.120,539.390,38753.014,0.005,102.229,1,1169.472,0.001,1501,40024.714,38523.714,40024713.89,0,4002.471,32019.771,0.002,64.04,1369863.014,0.05,68493.151,72559.662,0.448,0.359,1.884
X114,106.026,10.6989,2,Tân Thành,Mộc Hóa,Long An,374.000,19.000,56.000,449.000,360.000,1.120,403.330,99983.235,0.005,60.547,1,6366.341,0.001,1016,106410.122,105394.122,106410122,0,10641.012,85128.098,0.002,170.256,1369863.014,0.05,68493.151,79304.419,0.898,0.397,0.752
X115,105.14,10.797,2,Vĩnh Hậu,An Phú,An Giang,945.000,47.000,142.000,1134.000,4.000,1.120,4.410,43870.325,0.005,78.929,1,7632.094,0.001,1440,51581.347,50141.347,51581347.36,0,5158.135,41265.078,0.002,82.53,1369863.014,0.05,68493.151,73733.816,0.004,0.003,1.471
X116,106.339,10.7213,2,Tân Lập,Thủ Thừa,Long An,542.000,27.000,81.000,650.000,166.000,1.120,185.440,102840.934,0.005,244.271,1,2910.854,0.001,1411,105996.059,104585.059,105996058.6,0,10599.606,84796.847,0.002,169.594,1369863.014,0.05,68493.151,79262.35,0.285,0.131,0.758
X117,105.231,10.7286,2,Phú Long,Phú Tân,An Giang,521.000,26.000,78.000,625.000,250.000,1.120,280.000,47758.212,0.005,259.156,1,5006.393,0.001,1128,53023.76,51895.76,53023759.82,0,5302.376,42419.008,0.002,84.838,1369863.014,0.05,68493.151,73880.365,0.448,0.248,1.424
X118,105.175,10.7123,2,Phú Hiệp,Phú Tân,An Giang,588.000,29.000,88.000,706.000,256.000,1.120,286.340,47758.212,0.005,259.156,1,5006.393,0.001,1209,53023.76,51814.76,53023759.82,0,5302.376,42419.008,0.002,84.838,1369863.014,0.05,68493.151,73880.365,0.406,0.237,1.426
X119,105.073,10.9318,2,Khánh Bình,An Phú,An Giang,726.000,36.000,109.000,871.000,161.000,1.120,179.940,43870.325,0.005,78.929,1,7632.094,0.001,1177,51581.347,50404.347,51581347.36,0,5158.135,41265.078,0.002,82.53,1369863.014,0.05,68493.151,73733.816,0.207,0.153,1.463
X120,106.419,10.9247,2,Đức Lập Thượng,Đức Hòa,Long An,1287.000,257.000,193.000,1738.000,259.000,1.120,290.360,53240.365,0.005,828.045,1,1537.378,0.001,2834,55605.788,52771.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.167,0.102,1.405
X121,105.83,10.9051,2,Thái Bình Trung,Vĩnh Hưng,Long An,564.000,28.000,85.000,676.000,202.000,1.120,226.440,176397.995,0.005,256.933,1,14028.493,0.001,1829,190683.422,188854.422,190683421.5,0,19068.342,152546.737,0.002,305.093,1369863.014,0.05,68493.151,87866.586,0.335,0.124,0.465
X122,106.447,10.9107,2,Đức Lập Hạ,Đức Hòa,Long An,3053.000,611.000,458.000,4122.000,310.000,1.120,347.410,53240.365,0.005,828.045,1,1537.378,0.001,5218,55605.788,50387.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.084,0.067,1.471
X123,106.358,10.896,2,Tân Phú,Đức Hòa,Long An,1235.000,247.000,185.000,1667.000,243.000,1.120,272.470,53240.365,0.005,828.045,1,1537.378,0.001,2763,55605.788,52842.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.163,0.099,1.403
X124,106.389,10.9078,2,Hậu Nghĩa,Đức Hòa,Long An,2169.000,434.000,325.000,2928.000,245.000,1.120,274.760,53240.365,0.005,828.045,1,1537.378,0.001,4024,55605.788,51581.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.094,0.068,1.437
X125,106.319,10.9148,2,Hiệp Hòa,Đức Hòa,Long An,1542.000,308.000,231.000,2082.000,263.000,1.120,294.850,53240.365,0.005,828.045,1,1537.378,0.001,3178,55605.788,52427.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.142,0.093,1.414
X126,105.413,10.8959,2,Bình Phú,Tân Hồng,Đồng Tháp,907.000,45.000,136.000,1089.000,436.000,1.120,487.870,204580.984,0.005,653.889,1,19360.731,0.001,2785,224595.603,221810.603,224595603.3,0,22459.56,179676.483,0.002,359.353,1369863.014,0.05,68493.151,91312.064,0.448,0.175,0.412
X127,105.077,10.9034,2,Quốc Thái,An Phú,An Giang,1435.000,72.000,215.000,1722.000,54.000,1.120,60.730,43870.325,0.005,78.929,1,7632.094,0.001,2028,51581.347,49553.347,51581347.36,0,5158.135,41265.078,0.002,82.53,1369863.014,0.05,68493.151,73733.816,0.035,0.03,1.488
X128,106.493,10.895,2,Mỹ Hạnh Bắc,Đức Hòa,Long An,1528.000,306.000,229.000,2063.000,334.000,1.120,373.640,53240.365,0.005,828.045,1,1537.378,0.001,3159,55605.788,52446.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.181,0.118,1.414
X129,105.152,10.8765,2,Phú Lộc,Tân Châu,An Giang,561.000,112.000,84.000,758.000,19.000,1.120,21.410,34120.272,0.005,171.886,1,6718.591,0.001,1107,41010.749,39903.749,41010748.73,0,4101.075,32808.599,0.002,65.617,1369863.014,0.05,68493.151,72659.843,0.028,0.019,1.821
X130,105.113,10.8908,2,Phú Hữu,An Phú,An Giang,1852.000,93.000,278.000,2223.000,10.000,1.120,11.540,43870.325,0.005,78.929,1,7632.094,0.001,2529,51581.347,49052.347,51581347.36,0,5158.135,41265.078,0.002,82.53,1369863.014,0.05,68493.151,73733.816,0.005,0.005,1.503
X131,106.216,10.8857,2,Mỹ Thạnh Tây,Đức Huệ,Long An,704.000,141.000,106.000,950.000,412.000,1.120,460.940,144704.128,0.005,505.062,1,4369.863,0.001,2183,149579.052,147396.052,149579052.4,0,14957.905,119663.242,0.002,239.326,1369863.014,0.05,68493.151,83690.382,0.485,0.211,0.568
X132,105.173,10.8952,2,Vĩnh Xương,Tân Châu,An Giang,1775.000,355.000,266.000,2396.000,5.000,1.120,5.610,34120.272,0.005,171.886,1,6718.591,0.001,2745,41010.749,38265.749,41010748.73,0,4101.075,32808.599,0.002,65.617,1369863.014,0.05,68493.151,72659.843,0.002,0.002,1.899
X133,105.051,10.8973,2,Nhơn Hội,An Phú,An Giang,1341.000,67.000,201.000,1609.000,195.000,1.120,218.640,43870.325,0.005,78.929,1,7632.094,0.001,1915,51581.347,49666.347,51581347.36,0,5158.135,41265.078,0.002,82.53,1369863.014,0.05,68493.151,73733.816,0.136,0.114,1.485
X134,105.971,10.8669,2,Thạnh Trị,Mộc Hóa,Long An,283.000,14.000,42.000,340.000,260.000,1.120,290.900,99983.235,0.005,60.547,1,6366.341,0.001,907,106410.122,105503.122,106410122,0,10641.012,85128.098,0.002,170.256,1369863.014,0.05,68493.151,79304.419,0.856,0.321,0.752
X135,105.698,10.8833,2,Thạnh Hưng,Tân Hưng,Long An,501.000,25.000,75.000,601.000,243.000,1.120,272.210,212376.234,0.005,115.586,1,4594.521,0.001,1783,217086.34,215303.34,217086340.2,0,21708.634,173669.072,0.002,347.338,1369863.014,0.05,68493.151,90549.123,0.453,0.153,0.421
X136,106.295,10.8975,2,Đông Thành,Đức Huệ,Long An,902.000,180.000,135.000,1218.000,359.000,1.120,401.550,144704.128,0.005,505.062,1,4369.863,0.001,2451,149579.052,147128.052,149579052.4,0,14957.905,119663.242,0.002,239.326,1369863.014,0.05,68493.151,83690.382,0.33,0.164,0.569
X137,105.219,10.8791,2,Thường Phước 1,Hồng Ngự,Đồng Tháp,1987.000,397.000,298.000,2683.000,4.000,1.120,4.920,94023.973,0.005,418.5,1,16397.26,0.001,3588,110839.733,107251.733,110839732.9,0,11083.973,88671.786,0.002,177.344,1369863.014,0.05,68493.151,79754.468,0.002,0.001,0.744
X138,106.447,10.8657,2,Đức Hòa Thượng,Đức Hòa,Long An,2345.000,469.000,352.000,3166.000,349.000,1.120,390.490,53240.365,0.005,828.045,1,1537.378,0.001,4262,55605.788,51343.788,55605788.44,0,5560.579,44484.631,0.002,88.969,1369863.014,0.05,68493.151,74142.699,0.123,0.092,1.444
X139,105.502,10.8706,2,Tân Thành B,Tân Hồng,Đồng Tháp,576.000,29.000,86.000,691.000,22.000,1.120,24.590,204580.984,0.005,653.889,1,19360.731,0.001,2387,224595.603,222208.603,224595603.3,0,22459.56,179676.483,0.002,359.353,1369863.014,0.05,68493.151,91312.064,0.036,0.01,0.411
X140,105.386,10.8424,2,Bình Thạnh,Hồng Ngự,Đồng Tháp,1161.000,232.000,174.000,1568.000,627.000,1.120,702.460,94023.973,0.005,418.5,1,16397.26,0.001,2473,110839.733,108366.733,110839732.9,0,11083.973,88671.786,0.002,177.344,1369863.014,0.05,68493.151,79754.468,0.448,0.284,0.736
X141,105.771,10.852,2,Vĩnh Thuận,Vĩnh Hưng,Long An,488.000,24.000,73.000,586.000,179.000,1.120,200.280,176397.995,0.005,256.933,1,14028.493,0.001,1739,190683.422,188944.422,190683421.5,0,19068.342,152546.737,0.002,305.093,1369863.014,0.05,68493.151,87866.586,0.342,0.115,0.465
X142,105.273,10.8759,2,Thường Thới Hậu A,Hồng Ngự,Đồng Tháp,805.000,161.000,121.000,1087.000,435.000,1.120,486.980,94023.973,0.005,418.5,1,16397.26,0.001,1992,110839.733,108847.733,110839732.9,0,11083.973,88671.786,0.002,177.344,1369863.014,0.05,68493.151,79754.468,0.448,0.244,0.733
X143,105.625,10.862,2,Hưng Thạnh,Tân Hưng,Long An,368.000,18.000,55.000,441.000,209.000,1.120,233.590,212376.234,0.005,115.586,1,4594.521,0.001,1623,217086.34,215463.34,217086340.2,0,21708.634,173669.072,0.002,347.338,1369863.014,0.05,68493.151,90549.123,0.53,0.144,0.42
